date_of_data,facility_type,facility_number,facility_name,licensee,facility_administrator,facility_telephone_number,facility_address,facility_city,facility_state,facility_zip,county_name,regional_office,facility_capacity,facility_status,license_first_date,closed_date,last_visit_date,inspection_visits,complaint_visits,other_visits,total_visits,all_visit_dates,inspection_visit_dates,inspect_type_a,inspect_type_b,other_visit_dates,other_type_a,other_type_b,geocoded_address,google_proper_address,latitude,longitude,location_type,partial_match,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197419006,CII/LA VA READ HEAD START,"CHILDREN'S INSTITUTE, INC.","BRADLEY, GEORGETTE",(213) 385-5100,501 W. 80TH STREET,LOS ANGELES,CA,90044,Los Angeles,30,17,Licensed,8/19/13,,12/2/14,1,0,2,3,"12/02/2014, 12/02/2014, 08/01/2013",12/2/14,0,1,"12/02/2014, 08/01/2013",0,0,"501 W. 80TH STREET, LOS ANGELES, CA 90044","501 West 80th Street, Los Angeles, CA 90044, USA",33.9667574,-118.2827155,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191600175,COVENANT PRESBYTERIAN CHURCH PRESCHOOL,COVENANT PRESBYTERIAN CHURCH,"SULTAN, KATHLEEN",(310) 670-5758,6323 WEST 80 STREET,LOS ANGELES,CA,90045,Los Angeles,30,74,Licensed,4/10/93,,11/13/14,2,4,2,8,"11/13/2014, 10/11/2013, 10/02/2013, 09/12/2013, 08/30/2013, 07/25/2013, 04/08/2011, 05/27/2010","04/08/2011, 05/27/2010",0,0,"11/13/2014, 08/30/2013",6,0,"6323 WEST 80 STREET, LOS ANGELES, CA 90045","6323 West 80th Street, Los Angeles, CA 90045, USA",33.967595,-118.396586,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198002331,MAOF HEAD START WALNUT CENTER,MAOF FOUNDATION HEAD START PROGRAM,"ESCOBAR, REBECCA",(323) 584-2928,7818 S. PACIFIC BLVD.,HUNTINGTON PARK,CA,90255,Los Angeles,33,45,Licensed,9/4/96,,10/25/10,1,0,0,1,10/25/10,10/25/10,0,1,,0,0,"7818 S. PACIFIC BLVD., HUNTINGTON PARK, CA 90255","7818 Pacific Boulevard, Huntington Park, CA 90255, USA",33.9676156,-118.2248743,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191597832,MAOF CHILD CARE CENTER - DOWNEY,MEXICAN AMERICAN OPPORTUNITY FOUNDATION,MARIA PACHECO,(562) 806-5054,8100 TELEGRAPH ROAD,DOWNEY,CA,90240,Los Angeles,33,83,Licensed,7/22/91,,1/23/14,2,0,3,5,"01/23/2014, 01/20/2012, 08/26/2011, 08/19/2011, 08/05/2011","01/23/2014, 01/20/2012",0,0,"08/26/2011, 08/19/2011, 08/05/2011",1,0,"8100 TELEGRAPH ROAD, DOWNEY, CA 90240","8100 Telegraph Road, Downey, CA 90240, USA",33.967851,-118.117058,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,197418427,OPEN CHARTER-STAR,"STAR, INC.","ALLEYNE, GINGER",(310) 678-6235,5540 WEST 77TH STREET,LOS ANGELES,CA,90045,Los Angeles,30,30,Licensed,8/4/14,,7/31/14,0,0,1,1,7/31/14,,0,0,7/31/14,0,0,"5540 WEST 77TH STREET, LOS ANGELES, CA 90045","5540 West 77th Street, Los Angeles, CA 90045, USA",33.9681244,-118.3784862,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191871500,"F.K.C. PRICE III, CHILD CARE CTR",CRENSHAW CHRISTIAN CENTER,KRISTINA MITCHELL,(323) 758-3777,7901 SO. VERMONT AVE.,LOS ANGELES,CA,90044,Los Angeles,30,80,Licensed,8/27/08,,7/30/14,2,4,7,13,"07/30/2014, 05/30/2014, 08/01/2013, 09/10/2012, 08/02/2012, 07/10/2012, 06/21/2012, 12/02/2011, 09/20/2011, 07/19/2011, 05/27/2011, 07/21/2010, 03/17/2010","08/02/2012, 07/21/2010",0,0,"07/30/2014, 05/30/2014, 08/01/2013, 09/10/2012, 12/02/2011, 09/20/2011, 03/17/2010",0,0,"7901 SO. VERMONT AVE., LOS ANGELES, CA 90044","7901 Vermont Avenue, Los Angeles, CA 90044, USA",33.9681835,-118.2926061,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,197415732,"F.K.C. PRICE, III, INFANT CTR",CRENSHAW CHRISTIAN CENTER,KRISTINA MITCHELL,(323) 758-3777,7901 S. VERMONT AVENUE,LOS ANGELES,CA,90044,Los Angeles,30,20,Licensed,8/27/08,,7/18/14,2,1,8,11,"07/18/2014, 04/23/2014, 01/09/2014, 10/11/2013, 08/01/2013, 07/19/2013, 07/12/2013, 12/02/2011, 09/21/2011, 09/20/2011, 09/14/2011","07/18/2014, 07/12/2013",3,9,"04/23/2014, 01/09/2014, 10/11/2013, 08/01/2013, 07/19/2013, 12/02/2011, 09/21/2011, 09/20/2011",0,0,"7901 S. VERMONT AVENUE, LOS ANGELES, CA 90044","7901 Vermont Avenue, Los Angeles, CA 90044, USA",33.9681835,-118.2926061,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198003493,MAOF HEAD START ROOSEVELT PARK CENTER,MAOF FOUNDATION HEAD START PROGRAM,ROSA RIOS,(323) 584-1250,7800 GRAHAM AVE.,LOS ANGELES,CA,90001,Los Angeles,33,37,Licensed,9/30/97,,4/19/13,1,0,1,2,"04/19/2013, 04/19/2013",4/19/13,0,0,4/19/13,0,0,"7800 GRAHAM AVE., LOS ANGELES, CA 90001","7800 Graham Avenue, Los Angeles, CA 90001, USA",33.9682212,-118.2429914,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198000044,HAPPY TIME EDUCATION,T.I.A.I.,"FRAZIER, TERRESA",(213) 581-2759,2675 GRAND AVE.,WALNUT PARK,CA,90255,Los Angeles,33,30,Licensed,4/3/95,,8/7/14,1,2,2,5,"08/07/2014, 08/07/2014, 07/01/2014, 04/26/2011, 03/14/2011",3/14/11,0,2,"08/07/2014, 04/26/2011",1,0,"2675 GRAND AVE., WALNUT PARK, CA 90255","2675 Grand Avenue, Huntington Park, CA 90255, USA",33.969145,-118.222626,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191570991,MAOF CHILD CARE CENTER/PICO RIVERA,MAOF CHILD CARE CENTER -PICO RIVERA,VICKY RODRIGUEZ-SANTOS,(562) 949-3189,9125 BURKE ST.,PICO RIVERA,CA,90660,Los Angeles,33,117,Licensed,4/12/95,,12/3/14,2,2,4,8,"12/03/2014, 08/11/2014, 08/06/2014, 06/18/2014, 06/06/2014, 09/10/2013, 05/25/2012, 05/10/2012","06/18/2014, 05/10/2012",0,25,"12/03/2014, 08/06/2014, 09/10/2013, 05/25/2012",2,0,"9125 BURKE ST., PICO RIVERA, CA 90660","9125 Burke Street, Pico Rivera, CA 90660, USA",33.9693752,-118.102406,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198003495,MAOF HEAD START GRAHAM CENTER,MAOF FOUNDATION HEAD START PROGRAM,MARIA PINTO,(323) 277-8033,7600 GRAHAM AVE.,LOS ANGELES,CA,90001,Los Angeles,33,15,Licensed,9/30/97,,4/19/13,1,0,1,2,"03/17/2011, 04/19/2013",3/17/11,0,0,4/19/13,0,0,"7600 GRAHAM AVE., LOS ANGELES, CA 90001","7600 Graham Avenue, Los Angeles, CA 90001, USA",33.9697467,-118.2427462,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191601997,LA TIJERA METHODIST CHURCH,LA TIJERA METHODIST CHURCH,MAYOLA HAYES,(310) 641-4173,7400 OSAGE AVE,LOS ANGELES,CA,90045,Los Angeles,30,71,Licensed,10/22/93,,7/31/14,2,5,3,10,"07/31/2014, 07/29/2014, 06/19/2014, 06/12/2013, 04/25/2012, 02/03/2010, 01/06/2010, 01/06/2010, 12/08/2009, 11/18/2009","06/12/2013, 04/25/2012",1,0,"07/31/2014, 02/03/2010, 01/06/2010",0,2,"7400 OSAGE AVE, LOS ANGELES, CA 90045","7400 Osage Avenue, Los Angeles, CA 90045, USA",33.9702859,-118.3783773,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,191605372,LA TIJERA UNITED METHODIST CENTER FOR CHILDREN,LA TIJERA UNITED METHODIST CHURCH,MAYOLA HAYES,(310) 641-4173,7400 OSAGE AVENUE,LOS ANGELES,CA,90045,Los Angeles,30,33,Licensed,9/7/90,,10/28/14,1,11,4,16,"10/28/2014, 10/27/2014, 10/16/2014, 09/18/2014, 09/04/2014, 08/06/2014, 07/30/2013, 07/25/2013, 07/01/2013, 06/19/2012, 05/17/2012, 06/30/2011, 05/18/2011, 02/25/2011, 11/09/2010, 10/26/2010",10/26/10,0,2,"10/28/2014, 10/27/2014, 10/16/2014, 06/19/2012",0,1,"7400 OSAGE AVENUE, LOS ANGELES, CA 90045","7400 Osage Avenue, Los Angeles, CA 90045, USA",33.9702859,-118.3783773,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,191603916,LA TIJERA UNITED METHODIST CHURCH,LA TIJERA UNITED METHODIST CHURCH,MAYOLA HAYES,(310) 649-6267,7400 OSAGE AVENUE,LOS ANGELES,CA,90045,Los Angeles,30,19,Licensed,9/22/89,,3/6/12,1,0,0,1,3/6/12,3/6/12,0,0,,0,0,"7400 OSAGE AVENUE, LOS ANGELES, CA 90045","7400 Osage Avenue, Los Angeles, CA 90045, USA",33.9702859,-118.3783773,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198006483,OPTIONS-STATE PRESCHOOL-BLANDFORD,OPTIONS-A CHILD CARE & HUMAN SERVICES AGENCY,DENISE MARA,(626) 810-9114,18605 LINCROFT STREET,ROWLAND HEIGHTS,CA,91748,Los Angeles,33,24,Licensed,12/29/00,,9/12/14,2,0,0,2,"09/12/2014, 06/25/2013","09/12/2014, 06/25/2013",0,2,,0,0,"18605 LINCROFT STREET, ROWLAND HEIGHTS, CA 91748","18605 Lincroft Street, Rowland Heights, CA 91748, USA",33.9710242,-117.897586,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198003054,FULLERTON CHRISTIAN PRESCHOOL,CHRISTIAN ZION CHURCH,MI-E(SERENA) FAN,(626) 810-6686,2628 FULLERTON ROAD,ROWLAND HEIGHTS,CA,91748,Los Angeles,33,60,Licensed,8/1/97,2/13/14,10/9/14,3,0,2,5,"10/09/2014, 04/30/2013, 09/20/2012, 07/11/2012, 09/20/2011","10/09/2014, 07/11/2012, 09/20/2011",1,10,"04/30/2013, 09/20/2012",0,1,"2628 FULLERTON ROAD, ROWLAND HEIGHTS, CA 91748","2628 Fullerton Road, Rowland Heights, CA 91748, USA",33.9714483,-117.9106264,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198010908,MONTESSORI SCHOOL OF DIAMOND BAR,LEGACY BIZ INC.,FAMEEDA CASSIM,(909) 444-4649,3201 S. BREA CANYON ROAD,DIAMOND BAR,CA,91765,Los Angeles,33,74,Licensed,12/14/04,,9/12/13,3,0,3,6,"09/12/2013, 10/02/2012, 02/16/2012, 10/27/2011, 10/13/2010, 11/24/2009","09/12/2013, 10/27/2011, 10/13/2010",0,6,"10/02/2012, 02/16/2012, 11/24/2009",0,0,"3201 S. BREA CANYON ROAD, DIAMOND BAR, CA 91765","3201 Brea Canyon Road, Diamond Bar, CA 91765, USA",33.9714857,-117.8458513,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197409567,CHILDREN OF OUR SAVIOR PRE-SCHOOL,"OUR SAVIOR LUTHERAN CHURCH WESTCHESTER , CA.","DE LA MOTTE, HEIDI",(310) 215-3166,6705 W. 77TH STREET,WESTCHESTER,CA,90045,Los Angeles,30,144,Licensed,2/3/03,,12/23/14,2,11,5,18,"12/23/2014, 06/27/2013, 06/25/2013, 06/25/2013, 06/25/2013, 05/23/2013, 05/06/2013, 01/31/2013, 01/08/2013, 12/19/2012, 12/18/2012, 10/10/2012, 10/08/2012, 06/27/2012, 09/09/2011, 01/11/2011, 05/20/2010, 02/19/2010","02/19/2010, 12/23/2014",2,5,"06/27/2013, 06/25/2013, 06/27/2012, 01/11/2011, 05/20/2010",2,0,"6705 W. 77TH STREET, WESTCHESTER, CA 90045","6705 West 77th Street, Los Angeles, CA 90045, USA",33.9719094,-118.407767,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197417166,BUCKNER EDUCATIONAL CHRISTIAN ACADEMY II,BUCKNER FOUNDATION,"JOHNSON, EBONY",(323) 752-2524,7422 S. WESTERN AVENUE,LOS ANGELES,CA,90047,Los Angeles,30,40,Licensed,7/13/10,,12/12/14,4,2,4,10,"12/12/2014, 07/18/2014, 03/04/2014, 07/13/2012, 06/12/2012, 05/21/2012, 05/18/2012, 05/26/2011, 08/18/2010, 06/25/2010","07/18/2014, 03/04/2014, 05/18/2012, 05/26/2011",4,0,"12/12/2014, 05/21/2012, 08/18/2010, 06/25/2010",0,0,"7422 S. WESTERN AVENUE, LOS ANGELES, CA 90047","7422 South Western Avenue, Los Angeles, CA 90047, USA",33.972054,-118.308632,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197419070,LITTLE RAINBOW CHILDREN'S CENTER,"WASHINGTON, FAYE","WASHINGTON, FAYE",(323) 750-1079,7419 S. NORMANDIE AVENUE,LOS ANGELES,CA,90044,Los Angeles,30,30,Licensed,12/3/13,,12/3/14,1,0,2,3,"12/03/2014, 11/20/2014, 10/25/2013",11/20/14,0,2,"12/03/2014, 10/25/2013",0,0,"7419 S. NORMANDIE AVENUE, LOS ANGELES, CA 90044","7419 South Normandie Avenue, Los Angeles, CA 90044, USA",33.972192,-118.300641,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197416985,INGLEWOOD U.S.D.- HIGHLAND STATE PRESCHOOL,INGLEWOOD UNIFIED SCHOOL DISTRICT,"BELT-BROWN, TIA",(310) 680-5460,430 VENICE WAY,INGLEWOOD,CA,90302,Los Angeles,30,47,Licensed,3/4/10,,6/20/14,2,0,6,8,"06/20/2014, 03/04/2014, 11/21/2013, 02/22/2012, 03/18/2011, 03/09/2011, 01/27/2011, 03/03/2010","02/22/2012, 01/27/2011",2,5,"06/20/2014, 03/04/2014, 11/21/2013, 03/18/2011, 03/09/2011, 03/03/2010",0,1,"430 VENICE WAY, INGLEWOOD, CA 90302","430 Venice Way, Inglewood, CA 90302, USA",33.9723286,-118.3629529,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198007522,MARLOW PARK CHILD DEVELOPMENT CENTER,COALICION DE LATINO AMERICANOS,"BALMACEDA, NURY",(323) 560-7111,6626 MARLOW ST.,BELL GARDENS,CA,90201,Los Angeles,33,48,Licensed,4/10/02,,10/1/14,2,0,0,2,"10/01/2014, 05/09/2012","10/01/2014, 05/09/2012",0,0,,0,0,"6626 MARLOW ST., BELL GARDENS, CA 90201","6626 Marlow Avenue, Bell Gardens, CA 90201, USA",33.972408,-118.166557,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,SCHOOL AGE DAY CARE CENTER,191500006,OPTIONS SURROUND CARE-BLANDFORD,OPTIONS A CHILD CARE & HUMAN SERVICES,BERTHA SEQUEIDA,(626) 913-0603,2601 BLANDFORD,ROWLAND HEIGHTS,CA,91748,Los Angeles,33,40,Licensed,10/7/92,,6/25/13,1,0,0,1,6/25/13,6/25/13,0,0,,0,0,"2601 BLANDFORD, ROWLAND HEIGHTS, CA 91748","2601 Blandford Drive, Rowland Heights, CA 91748, USA",33.972675,-117.8976876,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197403366,KID'S CASTLE CHILD CARE CENTER,KID'S CASTLE CHILD CARE CENTER,"BINGHAM, DESERINE",(310) 677-2997,745 NORTH LA BREA AVE.,INGLEWOOD,CA,90302,Los Angeles,30,162,Licensed,3/3/97,,11/24/14,1,2,7,10,"11/24/2014, 09/12/2014, 07/24/2014, 06/30/2014, 06/16/2014, 04/03/2014, 02/13/2014, 02/13/2014, 01/30/2014, 09/14/2011",1/30/14,0,1,"11/24/2014, 09/12/2014, 07/24/2014, 06/30/2014, 06/16/2014, 02/13/2014, 09/14/2011",4,0,"745 NORTH LA BREA AVE., INGLEWOOD, CA 90302","745 North La Brea Avenue, Inglewood, CA 90302, USA",33.9729915,-118.3579754,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191800882,CANDYLANE CHILD CARE CENTER,"FULLER, ADLEAN","FULLER, ADLEAN",(323) 753-1186,7319 S. CRENSHAW,LOS ANGELES,CA,90043,Los Angeles,30,28,Licensed,8/3/87,,1/30/14,1,2,1,4,"01/30/2014, 09/15/2010, 07/16/2010, 07/16/2010",1/30/14,0,7,7/16/10,1,2,"7319 S. CRENSHAW, LOS ANGELES, CA 90043","7319 Crenshaw Boulevard, Los Angeles, CA 90043, USA",33.973067,-118.331226,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198017330,KIDDIE ACADEMY OF DIAMOND BAR,KIDDIE ACADEMY OF DIAMOND BAR,GINA WILSON,(909) 979-3808,21385 COLD SPRING LANE,DIAMOND BAR,CA,91765,Los Angeles,33,100,Licensed,6/13/13,,11/12/14,0,1,1,2,"06/11/2013, 11/12/2014",,0,0,6/11/13,0,0,"21385 COLD SPRING LANE, DIAMOND BAR, CA 91765","Country Hills Town Center Shopping Center, 21385 Cold Spring Lane, Diamond Bar, CA 91765, USA",33.973116,-117.839745,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198017331,KIDDIE ACADEMY OF DIAMOND BAR,KIDDIE ACADEMY OF DIAMOND BAR,ELIZABETH MILLER,(909) 979-3808,21385 COLD SPRING LANE,DIAMOND BAR,CA,91765,Los Angeles,33,32,Licensed,6/13/13,,6/11/13,0,0,1,1,6/11/13,,0,0,6/11/13,0,0,"21385 COLD SPRING LANE, DIAMOND BAR, CA 91765","Country Hills Town Center Shopping Center, 21385 Cold Spring Lane, Diamond Bar, CA 91765, USA",33.973116,-117.839745,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198016845,CORNERSTONE PRESCHOOL,CORNERSTONE PRESCHOOL LLC,LUPE GARCIA,(562) 908-6444,7804 S. THORNLAKE AVENUE,WHITTIER,CA,90606,Los Angeles,33,74,Licensed,4/26/12,,6/18/14,1,0,2,3,"06/18/2014, 11/21/2013, 03/21/2012",6/18/14,2,0,"11/21/2013, 03/21/2012",1,0,"7804 S. THORNLAKE AVENUE, WHITTIER, CA 90606","7804 Thornlake Avenue, Whittier, CA 90606, USA",33.9734428,-118.0666491,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,198016846,CORNERSTONE PRESCHOOL,LUPE GARCIA,LUPE GARCIA,(562) 908-6444,7804 S. THORNLAKE AVENUE,WHITTIER,CA,90606,Los Angeles,33,36,Licensed,4/26/12,,6/18/14,1,0,1,2,"06/18/2014, 03/21/2012",6/18/14,1,0,3/21/12,0,0,"7804 S. THORNLAKE AVENUE, WHITTIER, CA 90606","7804 Thornlake Avenue, Whittier, CA 90606, USA",33.9734428,-118.0666491,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,198009647,BELL GARDEN'S PRESCHOOL ACADEMY,"EBEN-EZER CHILDRENS DAY CARE CENTER, INC.",MARIO MUNIZ,(323) 562-1800,6430 COLMAR ST.,BELL GARDENS,CA,90201,Los Angeles,33,42,Licensed,2/9/04,,1/16/14,2,0,1,3,"01/16/2014, 01/31/2012, 01/31/2012","01/16/2014, 01/31/2012",0,0,1/31/12,0,0,"6430 COLMAR ST., BELL GARDENS, CA 90201","6430 Colmar Avenue, Bell Gardens, CA 90201, USA",33.973855,-118.156743,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197419443,HIDDEN GEMS PRESCHOOL & ENRICHMENT CENTER,"SIMS, CHARISSE A.","SIMS, CHARISSE A.",(310) 663-3456,2702 WEST FLORENCE AVENUE,LOS ANGELES,CA,90043,Los Angeles,30,21,Licensed,8/15/14,,7/17/14,0,0,1,1,7/17/14,,0,0,7/17/14,0,0,"2702 WEST FLORENCE AVENUE, LOS ANGELES, CA 90043","2702 West Florence Avenue, Los Angeles, CA 90043, USA",33.974272,-118.322781,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,197402179,CLEOPHAS OLIVER LEARNING ACADEMY (C.O.L.A.),CLEOPHAS OLIVER LEARNING ACADEMY (C.O.L.A. INC),"JENKINS, CAROLYN",(323) 751-3906,1902 W. FLORENCE AVE.,LOS ANGELES,CA,90047,Los Angeles,30,15,Licensed,3/18/96,,12/31/14,4,2,3,9,"11/17/2014, 11/17/2014, 10/01/2014, 04/10/2014, 04/02/2014, 03/27/2014, 03/14/2012, 01/28/2011, 04/13/2010","03/27/2014, 03/14/2012, 01/28/2011, 04/13/2010",3,2,"11/17/2014, 04/10/2014, 04/02/2014",0,0,"1902 W. FLORENCE AVE., LOS ANGELES, CA 90047","1902 West Florence Avenue, Los Angeles, CA 90047, USA",33.974292,-118.311477,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197402178,CLEOPHAS OLIVER LEARNING ACADEMY (C.O.L.A),CLEOPHAS OLIVER LEARNING ACADEMY (C.O.L.A. INC),"JENKINS, CAROLYN",(323) 751-3906,1902 W. FLORENCE AVE.,LOS ANGELES,CA,90047,Los Angeles,30,52,Licensed,3/18/96,,11/17/14,4,9,2,15,"11/17/2014, 11/17/2014, 10/15/2014, 10/01/2014, 08/22/2014, 07/23/2014, 07/23/2014, 06/24/2014, 04/04/2014, 03/27/2014, 03/14/2012, 04/05/2011, 03/24/2011, 01/28/2011, 04/13/2010","03/27/2014, 03/14/2012, 01/28/2011, 04/13/2010",0,0,"11/17/2014, 10/15/2014",0,0,"1902 W. FLORENCE AVE., LOS ANGELES, CA 90047","1902 West Florence Avenue, Los Angeles, CA 90047, USA",33.974292,-118.311477,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191870709,FLORENCE-FIRESTONE CHILD CARE CENTER,"CHILDRENS COLLECTIVE INC, THE",DANETTE MEJICO,(323) 583-1588,7217 SOUTH MACE PLACE,LOS ANGELES,CA,90001,Los Angeles,33,82,Licensed,10/1/93,,9/23/14,3,3,2,8,"09/23/2014, 09/23/2014, 09/23/2014, 05/05/2014, 09/17/2013, 11/03/2011, 03/02/2011, 01/27/2010","05/05/2014, 11/03/2011, 01/27/2010",0,6,"09/23/2014, 03/02/2011",0,3,"7217 SOUTH MACE PLACE, LOS ANGELES, CA 90001","7217 Mace Place, Los Angeles, CA 90001, USA",33.974328,-118.251667,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,INFANT CENTER,197415051,BUCKNER EDUCATIONAL CHRISTIAN ACADEMY,BUCKNER FOUNDATION,"WESLEY, PAMELA",(323) 789-6154,2330 W. FLORENCE AVENUE,LOS ANGELES,CA,90043,Los Angeles,30,16,Licensed,6/24/08,,1/30/14,1,0,1,2,"12/07/2011, 01/30/2014",1/30/14,0,3,12/7/11,0,0,"2330 W. FLORENCE AVENUE, LOS ANGELES, CA 90043","2330 West Florence Avenue, Los Angeles, CA 90043, USA",33.9745778,-118.3197384,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197415049,BUCKNER EDUCATIONAL CHRISTIAN ACADEMY,BUCKNER FOUNDATION,"WESLEY, PAMELA",(323) 789-6154,2330 W. FLORENCE AVENUE,LOS ANGELES,CA,90043,Los Angeles,30,34,Licensed,6/24/08,,1/30/14,1,2,1,4,"01/30/2014, 02/16/2011, 01/06/2010, 12/28/2009",1/30/14,0,0,2/16/11,0,0,"2330 W. FLORENCE AVENUE, LOS ANGELES, CA 90043","2330 West Florence Avenue, Los Angeles, CA 90043, USA",33.9745778,-118.3197384,RANGE_INTERPOLATED,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,191571307,ARK ANGELS PRESCHOOL DAY CARE CENTER,GRACE LUTHERAN CHURCH,"JUAREZ, LETICIA",(323) 560-8520,6714 PINE AVE,BELL,CA,90201,Los Angeles,33,45,Licensed,1/11/94,,1/16/14,3,5,5,13,"01/16/2014, 01/16/2014, 09/25/2013, 09/25/2013, 05/02/2013, 03/05/2013, 02/04/2013, 02/04/2013, 02/04/2013, 01/04/2013, 12/20/2012, 11/10/2011, 03/05/2010","01/16/2014, 02/04/2013, 03/05/2010",0,2,"01/16/2014, 09/25/2013, 09/25/2013, 05/02/2013, 03/05/2013",2,0,"6714 PINE AVE, BELL, CA 90201","6714 Pine Avenue, Bell, CA 90201, USA",33.974924,-118.189001,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/15,DAY CARE CENTER,197412063,LADERA HEIGHTS PREP. DEVELOPMENT CENTER,SWARNA DE ALWIS,"DE ALWIS, SWARNA",(310) 337-0830,6901 KNOWLTON PLACE,LOS ANGELES,CA,90045,Los Angeles,30,62,Licensed,10/5/05,,7/22/14,1,4,6,11,"07/22/2014, 07/14/2014, 05/15/2014, 04/09/2013, 03/20/2013, 03/06/2013, 02/18/2011, 02/10/2011, 02/10/2011, 10/14/2010, 10/12/2010",3/6/13,4,2,"04/09/2013, 03/20/2013, 02/18/2011, 02/10/2011, 02/10/2011, 10/14/2010",8,4,"6901 KNOWLTON PLACE, LOS ANGELES, CA 90045","6901 Knowlton Place, Los Angeles, CA 90045, USA",33.9749535,-118.3716676,ROOFTOP,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
